"URN","Text"
"URN:NBN:no-nb_digavis_innherredverdal_null_null_20221115_8_133_1","retning i tråd med det styret i folkeaksjonen mot Alta-kautokeinovassdraget bestemte. Å forene miljøkamp og urfolkskamp på den"
"URN:NBN:no-nb_digavis_innherredverdal_null_null_20221115_8_133_1","bli informasjonsleder i Folkeaksjonen mot utbygging av Alta- Kautokeinovassdraget. Per var også en ""skjult"" medarbeider som bidro sterkt"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220112_54_5_1","et stort antall personer som sto på alle sider under Altasaken på 1980-tallet, sier Østli som også legger til at altaværinger"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221102_102_213_1","det ble gitt tillatelse til å bygge ut Altavassdraget. Når Altasaken må brukes som argument, viser dette i seg selv at"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221102_102_213_1","er lenge siden, og det er ingen tvil om at Altautbyggingen ikke hadde skjedd i dag. Synet på samisk reindrift har"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221102_102_213_1","da også fastslått at hun angrer på avgjørelsen om Altautbyggingen. Kanstadfjord Vestre Hinnøy reinbeitedistrikt er blant de distriktene"
"URN:NBN:no-nb_digavis_tronderavisa_null_null_20220126_0_21_1","lange tradisjoner for oss naturvernere. Høyesterettsdommen i Altasaken 26. februar 1982 ga utbygger medhold, mens resultatet"
"URN:NBN:no-nb_digavis_ruijankaiku_null_null_20220530_28_1_1","om sin flerkulturelle bakgrunn. Det var i forbindelse med Altasaken på 70-tallet han ble bevisst sin kvenske og samiske"
"URN:NBN:no-nb_digavis_itromso_null_null_20220827_124_198_1","Canada. Det var starten på en beve- gelse. Jeg fulgte Altasaken tett, og var en av de første som foreslo"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220128_54_12_1","røper at stykket tar for seg tre virkelige hendelser. – Altasaken skjedde fra 1979 til 1982 og vi tar for oss"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220128_54_12_1","iverksatt en utredning med sikte på mer helsetilbud i Alta. Utbyggingen skulle inkluderte polikliniske tjenester, billeddiagnosesenter og"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220128_54_12_1","1979 til 1982 og vi tar for oss sultestreiken, aksjonen i Stilla, samt brusprengningsepisoden. Vi har snakket og intervjuet"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220128_54_12_1","skjedde rundt og i saken om vannkraftutbyggingen i Kautokeino/Alta-vassdraget for 40 år siden. To forestillinger Informasjonsleder Brita"
"URN:NBN:no-nb_digavis_altaposten_null_null_20221021_54_123_1","han: «Alta er ellers kjent for helleristninger, skiferproduksjon, Altasaken, nordlys, skihopperen Bjørn Wirkola og filmregissøren Tommy Wirkola."
"URN:NBN:no-nb_digavis_friheten_null_null_20220120_82_0_1","mange av de gamle forsvarere Det var mange sider ved Altasaken. Det ble ganske klart blant ca. 50 tilreisende aksjonister"
"URN:NBN:no-nb_digavis_friheten_null_null_20220120_82_0_1","ved Finnmarksvidda januar 1979. Demonstrasjon mot utbyggingen av Alta-Kautokeino-vassdraget. Politiaksjonen vinterkrigen har parkert sine paroler på"
"URN:NBN:no-nb_digavis_friheten_null_null_20220120_82_0_1","etter beste evne av meg som verken var medlem av Alta-aksjonen eller lenkegjengen, men havnet midt i det av rene"
"URN:NBN:no-nb_digavis_friheten_null_null_20220120_82_0_1","de som kom utenbys fra. Folkeaksjonen mot utbygging av Alta-kautokeinovassdraget hadde pågått noen år med aktiv innsats både fra"
"URN:NBN:no-nb_digavis_friheten_null_null_20220120_82_0_1","glemte vinterkrigen Alta-Kautokeino-vassdraget. Politiaksjonen ved Finnmarksvidda januar 1979. Demonstrasjon mot utbyggingen av Alta-Kautokeino-vassdraget. Politiaksjonen"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20221201_54_280_1","under nødrett, så retten tilbake til Høyesteretts dom i Altasaken og påfølgende praksis. Her, som da, var spørsmålet om"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20221201_54_280_1","kan regnes som nødrett, har vært i domstolene etter altaaksjonen i 1979. Da uttalte Høyesterett at selv om aksjonistene"
"URN:NBN:no-nb_digavis_altaposten_null_null_20221104_54_129_1","tider. Det være seg heksebrenning, fornorskning, krig, okkupasjon, altasaken eller den aktuelle tvangssammenslåingen. Gang på gang har man"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20221028_109_167_1","er blitt en del av henne. På samme måte som Altasaken ble en del av Alta-aksjonistene. – Hver gang det synker"
"URN:NBN:no-nb_digavis_finnmarken_null_null_20221028_124_167_1","er blitt en del av henne. På samme måte som Altasaken ble en del av Alta-aksjonistene. – Hver gang det synker"
"URN:NBN:no-nb_digavis_avisanordland_null_null_20220212_0_36_1","interesser som en særinteresse slik det var i Norge før Altasaken. Legger man den skranken til grunn, vil det bidra til"
"URN:NBN:no-nb_digavis_sagat_null_null_20220214_66_31_1","var av klart, ble også av vist av re gjeringa. Alta saka ble slik brakt inn for rett en, og i de sem"
"URN:NBN:no-nb_digavis_vaartland_null_null_20220326_78_72_1","samiske rettar var i eldre tider knytt til reinbeiteretten. Med Alta­saka kom eit større perspektiv inn i diskusjonen; generelle samiske"
"URN:NBN:no-nb_digavis_tronderavisa_null_null_20221119_0_270_1","på kontoret heilt til det siste. Først og fremst i Alta-saka var Per med på å sameine kampen for naturen og"
"URN:NBN:no-nb_digavis_tronderavisa_null_null_20221119_0_270_1","og som informasjonsleiar i Folkeaksjonen mot utbygginga av Alta-Kautokeinovassdraget var han helt sentral i kampen for"
"URN:NBN:no-nb_digavis_tronderavisa_null_null_20221119_0_270_1","frå 1978 til 1980, og som informasjonsleiar i Folkeaksjonen mot utbygginga av Alta-Kautokeinovassdraget var han helt sentral i"
"URN:NBN:no-nb_digavis_tronderavisa_null_null_20221119_0_270_1","gav fortenestmedaljen i gull til den mannen som etter Alta-aksjonen vart dømd etter oppviglarparagrafen. Naturvernforbundet sit att med"
"URN:NBN:no-nb_digavis_tronderavisa_null_null_20221119_0_270_1","informasjonsleiar i Folkeaksjonen mot utbygginga av Alta-Kautokeinovassdraget var han helt sentral i kampen for vassdraget. Han"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20221118_256_269_1","ntoret heilt til det siste. Først og fremst i Altasaka var Per med på å sameine kampen for nasitt tydelige"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20221118_256_269_1","til 1980, og som informasjonsleiar i Folkeaksjonen mot utbygginga av Alta- Kautokeinovassdraget var han helt sentral i kampen for"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20221118_256_269_1","frå 1978 til 1980, og som informasjonsleiar i Folkeaksjonen mot utbygginga av Alta- Kautokeinovassdraget var han helt sentral i"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20221118_256_269_1","fortenest- medaljen i gull til den mannen som etter Altaaksjonen vart dømd etter oppviglarparagrafen. Naturvernforbundet sit att med"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20221118_256_269_1","som informasjonsleiar i Folkeaksjonen mot utbygginga av Alta- Kautokeinovassdraget var han helt sentral i kampen for vassdraget. Han"
"URN:NBN:no-nb_digavis_vaartland_null_null_20221005_78_231_1","og minner uten tvil om det berømte mottoet under Alta-konflikten: «La elva leve!» Forsker og religionsfilosof, Det teologiske"
"URN:NBN:no-nb_digavis_vaartland_null_null_20221005_78_231_1","minner uten tvil om samiske aktivisters berømte motto under Alta-konflikten: «La elva leve!» VÅRT LAND onsdag 5. oktober 2022 14"
"URN:NBN:no-nb_digavis_vaartland_null_null_20221005_78_231_1","henger nært samiske perspek- minner uten tvil aktivisters berømte Alta-konflikten: «La U Elvemor henger sammen samiske perspektiver, og uten"
"URN:NBN:no-nb_digavis_nordsaltenavis_null_null_20220204_27_5_1","mellom politi og aksjonister ved Nullpunktet i Stilla i Alta. Konflikten rundt vannkraft- monstranter var også noe man aldri hadde"
"URN:NBN:no-nb_digavis_nordsaltenavis_null_null_20220204_27_5_1","mellom politi og aksjonister ved Nullpunktet i Stilla i Alta. – Konflikten rundt vannkraft- utbyggingen ble en brytnings- tid man"
"URN:NBN:no-nb_digavis_nordsaltenavis_null_null_20220204_27_5_1","på samiske fortellinger om kampen mot utbygging av Alta-Kautokeinovassdraget sett fra ulike perspektiver, og er utviklet etter"
"URN:NBN:no-nb_digavis_nordsaltenavis_null_null_20220204_27_5_1","bygd på samiske fortellinger om kampen mot utbygging av Alta-Kautokeinovassdraget sett fra ulike perspektiver. Foto: Aslak Mikal Mienna ikke"
"URN:NBN:no-nb_digavis_nyetroms_null_null_20220318_49_33_1","formaliseringen av samiske rettigheter. I boka forteller Somby om Alta-konflikten, sultestreiken, brusprengningen og flukten til Canada på slutten"
"URN:NBN:no-nb_digavis_nyetroms_null_null_20220318_49_33_1","sultestreiket utenfor Stortinget i 1979 i forbindelse med Alta-konflikten og som deltaker i sprengningsforsøket i Alta i 1982. Det"
"URN:NBN:no-nb_digavis_nyetroms_null_null_20220318_49_33_1","A. Somby trekker linjene helt fra motstanden mot utbyggingen av Altaelva, til åpningen av Sametinget og formaliseringen av"
"URN:NBN:no-nb_digavis_andoyposten_null_null_20220114_44_4_1","Tønnes og Tony. 14. januar fjerner politiet demonstranter i Alta-konflikten. 532 personer ble innbrakt. Marked/annonse MARKEDSSJEF Stina H."
"URN:NBN:no-nb_digavis_tffolkebladet_null_null_20220419_58_89_1","demonstrerte i Norge: Det gjorde hun også under Alta-konflikten. Hun var Sting for Sápmi», som nylig hadde premiere på"
"URN:NBN:no-nb_digavis_fosnafolket_null_null_20220114_59_4_1","krav på Dronning Maud Land i Antarktis. 1981 – Alta-konflikten: Politiet fjernet demonstrantene fra anleggsområdet i Stilla. 532"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20220421_109_60_1","Sápmi, demonstrerte i Norge: Det gjorde hun også under Alta-konflikten. Hun var dessuten med på å starte Masi-grup- pen i"
"URN:NBN:no-nb_digavis_finnmarken_null_null_20220421_124_60_1","Sápmi, demonstrerte i Norge: Det gjorde hun også under Alta-konflikten. Hun var dessuten med på å starte Masi-grup- pen i"
"URN:NBN:no-nb_digavis_adresseavisen_null_null_20220419_256_89_1","demonstrerte i Norge: Det gjorde hun også under Alta-konflikten. Hun var dessuten med på å starte Masi-gruppeni 1978,"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20220420_120_90_1","Klarer vi ikke den, kommer den til å bli vår siste. Alta-konflikten. Hun var dessuten med på å starte Masigruppen i"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20220420_137_90_1","Klarer vi ikke den, kommer den til å bli vår siste. Alta-konflikten. Hun var dessuten med på å starte Masigruppen i"
"URN:NBN:no-nb_digavis_nordlys_null_null_20220419_0_89_1","demonstrerte i Norge: Det gjorde hun også under Alta-konflikten. Hun var dessuten med på å starte Masi-gruppen i"
"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20220222_100_44_1","siden gjalla det mange steder i Norge «La elva»- leve» (Alta-konflikten). Nå skal det skrikes ut «la Skiens-elva leve». Alt henger"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20220208_163_28_1","Norge og internasjonalt. Sametinget er et direkte resultat av Alta-konflikten, hvor det ble massive demonstrasjoner fra samer og"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20220114_0_13_1","folketsbilder@vg.no På denne dag: 14. januar 1981 ● I Alta-konflikten fjerner politiet demonstrantene fra anleggsområdet i Stilla. 532"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20220114_148_11_1","krav på Dronning Maud Land i Antarktis. ● 1981 – Alta-konflikten: Politiet fjernet demonstrantene fra anleggsområdet i Stilla. 532"
"URN:NBN:no-nb_digavis_dagensnaeringsliv_null_null_20220408_133_83_1","TWh. Utbygging av nye kraftverk er nedprioritert etter Alta-konflikten, men utbygging av pumpekraft i eksisterende kraftverk skaper"
"URN:NBN:no-nb_digavis_nordlys_null_null_20220224_0_46_1","den moderne samepolitikken har et (for) sterkt fotfeste i Altakonflikten, og at den så absolutt bidrar til konflikt. Ofte av"
"URN:NBN:no-nb_digavis_aandalsnesavis_null_null_20220319_97_33_1","fører til at jeg skriver og mener ting, startet med Alta-utbyggingen. Da var jeg sånn 15 -16 år. Jeg følte vel enn"
"URN:NBN:no-nb_digavis_aandalsnesavis_null_null_20220319_97_33_1","men jeg minnes under den heteste tiden i Alta utbyggingen, at pappa hisset seg så opp over demonstrantene som"
"URN:NBN:no-nb_digavis_aandalsnesavis_null_null_20220319_97_33_1","MARS 2022 ÅNDALSNES AVIS startet nok allerede under Alta-utbyggingen – Hva er det som opptar deg mest lokalt? – Vi"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20220712_54_158_1","også mot å gjenta feil fra tidligere og viser til Alta­utbyggingen. Etter at elva var bygget – Hvorfor er en tredel"
"URN:NBN:no-nb_digavis_arbeidetsrett_null_null_20220202_116_14_1","innledet fem samer sultestreik foran Stortinget i protest mot Alta-utbyggingen 1983 NRKs tekst-TV startet sen dingene 1987 Alistair MacLean,"
"URN:NBN:no-nb_digavis_itromso_null_null_20220902_124_203_1","reindriften i området. Det er flere likhetstrekk med Alta-utbyggingen. For oss ble det fire flotte dager sammen med en"
"URN:NBN:no-nb_digavis_itromso_null_null_20220902_124_203_1","Men da jeg hadde deltatt i demonstrasjonene mot utbyggingen av Alta vassdraget høsten 1980, og klagd på manglende kirkelig"
"URN:NBN:no-nb_digavis_itromso_null_null_20220902_124_203_1","jeg hadde deltatt i demonstrasjonene mot utbyggingen av Alta vassdraget høsten 1980, og klagd på manglende kirkelig nærvær, var"
"URN:NBN:no-nb_digavis_avisanordland_null_null_20220919_0_217_1","miljøkamp. Frontene ligner på det som skjedde rundt Alta-utbyggingen i 1981. deT er et ubestridelig faktum at det var"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220722_54_84_1","fortsatt at fylkeskom- På hver sin side i kampen om Alta-utbyggingen, men ingen bitre personlige følelser etter at striden var"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220722_54_84_1","hos sentrale politikere, ble en nøkkel for at utbyggingen av Alta/Kautokeino-vassdraget ble besluttet, og ikke minst gjennomført. Til tross"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220722_54_84_1","sentrale politikere, ble en nøkkel for at utbyggingen av Alta/Kautokeino-vassdraget ble besluttet, og ikke minst gjennomført. Til tross for"
"URN:NBN:no-nb_digavis_finnmarken_null_null_20220311_124_40_1","skildret man begivenheter som fiskestopp, åpningen av Vardøtunnellen, Alta-utbyggingen, sivil ulydighet, Finnmarks eksport av potensfremmende produkter"
"URN:NBN:no-nb_digavis_vaartland_null_null_20220604_78_127_1","som saksøker mot den norske stat i forbindelse med Alta-utbyggingen. I dag er det verden over flere initiativ for å"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220124_130_0_1","ved Alta-Kautokeino-vassdraget ble gjenopptatt. 1982 Aksjonen mot Alta- utbyggingen ble oppløst. Anleggsarbeidet fortsatte. 1983 I Italia ble"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220124_130_0_1","sultestreiket i pro- test mot at anleggsarbeidene ved Alta-Kautokeino-vassdraget ble gjenopptatt. 1982 Aksjonen mot Alta- utbyggingen ble"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20220430_120_99_1","En gruppe samer sultestreiket i Oslo under protestene mot alta-utbyggingen. denne helgenen hadde merkedag nå 29. april, og kanoniseringen"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20220430_120_99_1","leve» er en fiksjonsfilm basert på virkelige hendelser fra Alta-aksjonen og kampen for samiske rettigheter på slutten av 1970-"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20220423_148_93_1","miljøkostnaden var stor, var det uaktuelt å foreslå utbygging. Alta-utbyggingen ville utvilsomt havnet i sistnevnte kategori og skulle"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20220423_148_93_1","samfunnsmessige og miljømessige kostnader. På flere måter ble Alta-aksjonen, som kulminerte med politiets fjerning av demonstranter 14."
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20220423_148_93_1","E A v p 'l ; ; . På flere måter ble Alta-aksjonen, som kulminerte med politiets fjerning av demonstranter 14. januar"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20220527_203_20_1","høyesterettsdommen på en temmelig aggressiv måte. Striden om Alta-utbyggingen er antagelig arkivert i departementets fjernlager. Er Statkraft"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20220325_148_71_1","rettigheter ikke skulle rammes slik tilfellet var med Alta-utbyggingen i 1980. I fjor fastslo Høyesterett at vindkraftanleggene"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20220430_137_99_1","En gruppe samer sultestreiket i Oslo under protestene mot alta-utbyggingen. denne helgenen hadde merkedag nå 29. april, og kanoniseringen"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20220430_137_99_1","leve» er en fiksjonsfilm basert på virkelige hendelser fra Alta-aksjonen og kampen for samiske rettigheter på slutten av 1970-"
"URN:NBN:no-nb_digavis_fredriksstadblad_null_null_20220705_133_76_1","juli 2022 5. juli 1979 begynte demonstrasjonene mot Alta-utbyggingen. Demonstranter sperret traseen for anleggsveien. 7. juli åpnet"
"URN:NBN:no-nb_digavis_demokraten_null_null_20220430_116_50_1","En gruppe samer sultestreiket i Oslo under protestene mot alta-utbyggingen. denne helgenen hadde merkedag nå 29. april, og kanoniseringen"
"URN:NBN:no-nb_digavis_demokraten_null_null_20220430_116_50_1","leve» er en fiksjonsfilm basert på virkelige hendelser fra Alta-aksjonen og kampen for samiske rettigheter på slutten av 1970-"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20221029_54_252_1","satsing på ny vannkraft stoppet opp i årene etter Alta-utbyggingen tidlig i 1980-årene. Siden har det blitt kraftig stopp"
"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20221111_100_263_1","samiske aktivisten Tore Bongo, som kjempet hardt mot Alta-utbyggingen og var aktiv i samepolitikken. Det er faktisk 110"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20221008_130_0_1","plenen foran Stortinget og overrakte regjeringen krav om at Alta-utbyggingen måtte stanse. 1982 Polens nasjonalforsam- ling vedtok å forby"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220114_130_0_1","ble satt inn for å fjerne demonstrantene mot Alta - utbyggingen i Stilla. 1985Israel startet tilbaketrek- ningen fra Sør-Libanon"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221104_102_215_1","da også fastslått at hun angrer på avgjørelsen om Altautbyggingen.» Vedtaket om utbygginga var basert på prognoser fra"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221104_102_215_1","hatt et stort kraftunderskudd. Det er derfor ei myte at Alta-utbygginga har vært unødvendig. Det hører også med at sjøl med"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221104_102_215_1","Prognosene viste at Finnmark ville mangle kraft hvis Alta-utbygginga ikke ble gjennomført. Kraftverket i Alta sto ferdig"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221104_102_215_1","32 år etter dette radiointervjuet veit vi bedre. Alta-utbygginga var heilt nødvendig for å sikre Finnmark nok kraft."
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221104_102_215_1","Advokat Hurum argumenterer med at i dag ville ikke Altautbygginga ha skjedd. I den forbindelse skriver han at «daværende"
"URN:NBN:no-nb_digavis_kronstadposten_null_null_20220708_13_26_1","N Slåttearbeid på Kronstad sommeren 1979. Demonstranter mot Altautbyggingen ble hentet hver morgen i leiren i Detsika og var"
"URN:NBN:no-nb_digavis_avisahemnes_null_null_20220818_11_29_1","det opplevde vi i samtaler med samer som fortalte om Altautbyggingen og kampen mot denne. Vi snakket med de som satt"
"URN:NBN:no-nb_digavis_fanaposten_null_null_20220225_44_16_1","Første innvandrer valgt inn på Stortinget 2001-2005 ▶▶ 1981 Altautbyggingen stoppet, og samene avsluttet sultestreiken - Arbeidet fortsatte"
"URN:NBN:no-nb_digavis_sortrondelag_null_null_20221008_115_117_1","sultestreiket14 samer i telt foran Stortinget i protest mot Altautbyggingen. I1998 åpnet nye Oslo lufthavn, Gardermoen og Gardermobanen."
"URN:NBN:no-nb_digavis_nordlys_null_null_20220922_0_220_1","ligner ikke rent lite på det som skjedde rundt Altautbyggingen i 1981. Men det er åpenbart glemt at man ikke"
"URN:NBN:no-nb_digavis_arbeidetsrett_null_null_20220225_116_24_1","14. februar 1968 Fred Anton Maier vant skøyte-VM 1981 Altautbyggingen stoppet, og samene avsluttet sultestreiken - Arbeidet fortsatte"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220202_130_0_1","fem samer sultestreik foran Stortinget i protest mot Altautbyggingen 1983 NRKs tekst-TV startet sendingene 1989 De siste sovjetiske"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220225_130_0_1","i Cheb. 1793George Washington brann på Statfjord A. 1981 Altautbyggingen stopholdt det første kabinettmøtet som president i USA."
"URN:NBN:no-nb_digavis_aftenposten_null_null_20221202_163_283_1","ikke burde vært bygd. Per var sentral i kampen mot Altautbyggingen. Da sivil ulydighet var eneste utvei, sa han opp jobben"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20221202_163_283_1","er klarere i etterpåklokskapens lys, som demningen i Alta-Kautokeino vassdraget. Demningen som Per Flatberg brukte all sin kraft"
"URN:NBN:no-nb_digavis_bergenstidende_null_null_20220806_155_209_1","bra at folk engasjerer seg. Lenkegjengene stanset ikke Altautbyggingen, men protestene fikk stor betydning for norsk naturvern,"
"URN:NBN:no-nb_digavis_dagenbergen_null_null_20220103_104_1_1","Sametinget og andre samiske institusjonar er ein sentral del. Alta-utbygginga spela her ein viktig rolle. Samisk kultur og historie frå"
"URN:NBN:no-nb_digavis_romsdalsbudstikke_null_null_20220113_180_10_1","verne bedre om våre flotte vassdrag. Det toppet seg med Alta-utbygginga, som daværende statsminister Brundtland seinere skal ha sagt"
"URN:NBN:no-nb_digavis_hordaland_null_null_20220106_139_2_1","(Sp) som ansvarleg statsråd. Protestane mot mellom anna Alta-utbygginga, hadde sett fokus på det kraftsystemet vi hadde hatt."
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221019_102_203_1","» Finnmark ikke ble tillagt vekt i forbindelse med Alta-utbygginga, er det rimelig klart at et reinbeiteområde på Kringelen"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221019_102_203_1","av en tusenlapp. 21 rein i Finnmark Forut for utbygginga av Alta vasskraftverk ble det gjennomført ei utredning om"
"URN:NBN:no-nb_digavis_hordaland_null_null_20221217_139_141_1","– Då kjem me til å lenkja oss fast. Under Alta-utbygginga var det fraksjonar som ville sprengja. Sjølv er ho ikkje"
"URN:NBN:no-nb_digavis_sognavis_null_null_20221011_0_118_1","Til og med Gro Harlem Brundtland har innrømt at Altautbygginga var feil. Men ho Signe var endå meir engasjert enn"
"URN:NBN:no-nb_digavis_sognavis_null_null_20221011_0_118_1","Foto: eriK thorberg 1984: Om sonen Knut vart fødd før Altaaksjonen, måtte Oddbjørn sannsynlegvis halde seg heime. - Nokon måtte"
"URN:NBN:no-nb_digavis_sognavis_null_null_20221011_0_118_1","ting for å eigentleg ikkje gje- fram umiddel- stor før Altaaksjonen, måtte Oddbjørn Nokon måtte jo passa han, og Signe Foto:"
"URN:NBN:no-nb_digavis_dagogtid_null_null_20220121_60_3_1","Og ikkje berre Kåre. Eg hata sjølvsagt også Gro, for Altautbygginga, i skort på betre påskot. Dessutan hata eg jo Jens:"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20220325_163_60_1","urfolkssaker (IWGIA), inn i bøteregisteret for kampen mot utbyggingen av Alta-vassdraget og inn til Yanesha-indianerne i Peru, der han"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20220325_163_60_1","(IWGIA), inn i bøteregisteret for kampen mot utbyggingen av Alta-vassdraget og inn til Yanesha-indianerne i Peru, der han"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20220325_163_60_1","inn i bøteregisteret for kampen mot utbyggingen av Alta-vassdraget og inn til Yanesha-indianerne i Peru, der han la"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20221214_109_193_1","det første møtet var i 1970 i motstanden mot utbyggingen av Alta-og Kautokeinovassdraget – en påminning på at det"
"URN:NBN:no-nb_digavis_altaposten_null_null_20220926_54_112_1","Det er akkurat nå manko på plasser, selv etter utbyggingen av Alta omsorgssenter. Da blir det ekstremt viktig at man"
"URN:NBN:no-nb_digavis_glaamdalen_null_null_20220105_138_3_1","til 2009. Mange har fortsatt den harde striden om utbyggingen av Alta-vassdraget friskt i minne. Og nå kan det altså bli"
"URN:NBN:no-nb_digavis_glaamdalen_null_null_20220105_138_3_1","Mange har fortsatt den harde striden om utbyggingen av Alta-vassdraget friskt i minne. Og nå kan det altså bli nye runder"
"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20220104_100_2_1","2009. Mange har fortsatt den harde striden om utbyggingen av Alta-vassdraget friskt i minne. Og nå kan det altså bli"
"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20220104_100_2_1","Mange har fortsatt den harde striden om utbyggingen av Alta-vassdraget friskt i minne. Og nå kan det altså bli nye"
"URN:NBN:no-nb_digavis_dagbladet_null_null_20220104_154_2_1","januar: i Finnmark lenker demonstranter mot utbyggingen av alta-Kautokeino-vassdraget seg fast på en anleggsveg ved stilla, litt"
"URN:NBN:no-nb_digavis_dagbladet_null_null_20220104_154_2_1","januar: i Finnmark lenker demonstranter mot utbyggingen av alta-Kautokeino-vassdraget seg fast på en anleggsveg ved stilla, litt nord"
"URN:NBN:no-nb_digavis_namdalsavisa_null_null_20220105_0_2_1","til 2009. Mange har fortsatt den harde striden om utbyggingen av Alta-vassdraget friskt i minne. Og nå kan det altså bli"
"URN:NBN:no-nb_digavis_namdalsavisa_null_null_20220105_0_2_1","Mange har fortsatt den harde striden om utbyggingen av Alta-vassdraget friskt i minne. Og nå kan det altså bli nye runder"
"URN:NBN:no-nb_digavis_nordlys_null_null_20220706_0_153_1","vasskraftressurser. Disse er om lag det dobbelte av det utbyggingen av Alta kraftverk gir. I tillegg er driften av Alta kraftverk"
"URN:NBN:no-nb_digavis_nordlys_null_null_20220706_0_153_1","Kvænangen blitt bygd ut til kraftproduksjon, stedet for Alta-Kautokeinovassdraget, ville man fått dobbelt så mye kraft med langt"
"URN:NBN:no-nb_digavis_altaposten_null_null_20221012_54_119_1","det flerkulturelle og urbefolkningen, Altalaksen, utbyggingen av Alta-Kautokeinovassdraget, Altas betydning som markedsplass i et historisk"
"URN:NBN:no-nb_digavis_altaposten_null_null_20221012_54_119_1","det flerkulturelle og urbefolkningen, Altalaksen, utbyggingen av Alta-Kautokeinovassdraget, Altas betydning som markedsplass i et historisk perspektiv"
"URN:NBN:no-nb_digavis_innherredverdal_null_null_20220507_8_53_1","slå tilbake mot fornorskningen, og særlig rundt utbyggingen av Alta-Kautokeino-vassdraget. Nå har både artister og publikum et mer"
"URN:NBN:no-nb_digavis_innherredverdal_null_null_20220507_8_53_1","tilbake mot fornorskningen, og særlig rundt utbyggingen av Alta-Kautokeino-vassdraget. Nå har både artister og publikum et mer åpent"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20221219_54_295_1","«Ellos eatnu! – Nullpunkt», en forestilling om utbyggingen av Alta-Kautokeinovassdraget. n M. Seppola Simonsen brukte kvensk linse for"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20221219_54_295_1","– Nullpunkt», en forestilling om utbyggingen av Alta-Kautokeinovassdraget. n M. Seppola Simonsen brukte kvensk linse for å"
