"URN","Text"
"URN:NBN:no-nb_digavis_sagat_null_null_20230123_67_16_1","en len ger til ba ke i tid en. Un der Alta­saken ble Sa me retts ut val get opp ret tet. For"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230318_0_66_1","annet med et retorisk preget rettsvesen, og med oljepenger. alta sakeN var et slikt symbol. Fosen-saken er et slikt symbol."
"URN:NBN:no-nb_digavis_sagat_null_null_20230110_67_7_1","prøvestein for rettsutviklingen som fulgte i kjølvan- net av på Alta-saken på 1980-tallet, som blant annet ledet til Finnmarksloven, FeFo"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230114_0_12_1","FORVENTNINGER: At folk er spente på Ole Giævers film om Alta-saken og Ella Marie Hætta Isaksens skuespillerdebut er det ingen"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230114_0_12_1","var samisk. Fra før hadde venner av familien snakket om Altaaksjonen og det hadde så vidt stått noe i historiebøkene på"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230301_0_59_1","var brutt. Det er blitt prosedert på artikkelen siden Alta-saken. Men tolkningen har endret seg. I 2009 ble en utbygging"
"URN:NBN:no-nb_digavis_bergensavisen_null_null_20231028_0_292_1","regningen konflikt mellom urfolk og storsamfunn? I likhet med Alta-saken, som trakk i langdrag over tre tiår, spilles det hasard"
"URN:NBN:no-nb_digavis_sagat_null_null_20230210_67_30_1","1980-tallet – og hva er likt? Finnes det paralleller til Alta-saken i dag der behovet for energiproduksjon går på tvers av"
"URN:NBN:no-nb_digavis_sagat_null_null_20230210_67_30_1","og mil jøvern in te res ser. Det som gjor de Alta­saka spesi ell i for hold til and re ut bygg"
"URN:NBN:no-nb_digavis_sagat_null_null_20230210_67_30_1","nes ret tig het er. Norsk sa me po li tikk Alta­saka før te til en to tal re form av norsk sa me"
"URN:NBN:no-nb_digavis_sagat_null_null_20230210_67_30_1","under markeringen. Hun var en av de som deltok under Alta-aksjonen. – Jeg har vært opprører i 50 år nå! Bak grunn"
"URN:NBN:no-nb_digavis_sagat_null_null_20230210_67_30_1","å :» xt å D Solidaritetsmarkering til minne om Alta-aksjonen utenfor Stortinget. ALLE FOTO: HANNAH PERSEN Sterk ere press"
"URN:NBN:no-nb_digavis_sagat_null_null_20230210_67_30_1","– La elva leve», basert på de virkelige hendelsene fra Alta-aksjonen og kampen for samiske rettigheter på slutten av 1970-tallet."
"URN:NBN:no-nb_digavis_altaposten_null_null_20230203_55_15_1","Det har mange opplevd som forsonende. Og etter Alta-saken skjedde mange tiltak som har opplevd som forsonende, sier"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230206_0_36_1","KRONIKK hvert begynte både myndighetene og kirken å lytte. Alta-saken markerer på mange måter et retningsskifte i fornorskningshistorien,"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230206_0_36_1","Göteborg er Nordens største filmfestival. Den norske filmen om Altasaken har artist Ella Marie Hætta Isaksen i hovedrollen. 20"
"URN:NBN:no-nb_digavis_helgelendingen_null_null_20230203_93_20_1","– Det gjør jeg gjerne. Jeg har sterke minner fra Alta-saken. Jeg var ikke selv i Alta, men vi sto på og"
"URN:NBN:no-nb_digavis_helgelendingen_null_null_20230203_93_20_1","der folk blir tatt med tilbake til kampen for Alta-vassdraget i brytninga mellom 70-, og 80- tall. Før filmen skal"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20230203_149_29_1","fleste over en viss alder vil huske nyhetsbildene fra Alta-saken. I en tid, rundt 1980, da Norge var adskillig gråere"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20230203_149_29_1","bort av politiet i Finnmark. Bakgrunnen var utbyggingen av Alta–Kautokeino-vassdraget og konflikten mellom samenes og storsamfunnets"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20230203_149_29_1","leve» handler om den sterke motstanden mot utbyggingen av Alta–Kautokeino-vassdraget tidlig på 1980-tallet. FOTO: MER FILM 33 Fredag"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20230203_149_29_1","av politiet i Finnmark. Bakgrunnen var utbyggingen av Alta–Kautokeino-vassdraget og konflikten mellom samenes og storsamfunnets interesser. I"
"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20230203_149_29_1","handler om den sterke motstanden mot utbyggingen av Alta–Kautokeino-vassdraget tidlig på 1980-tallet. FOTO: MER FILM 33 Fredag 3."
"URN:NBN:no-nb_digavis_bergensavisen_null_null_20231104_0_299_1","fikk sine svin på skogen. Blant annet håndterte hun Alta-saken på en forskrekkelig måte, og snik-innmeldte Norge i EU"
"URN:NBN:no-nb_digavis_lofotposten_null_null_20230311_128_40_1","– fornyet energidebatt? Industrientusiast og naturverner, Aure Alta-saken gav klassisk naturvern et løft. Fosen-saken gir en ny"
"URN:NBN:no-nb_digavis_morgenbladet_null_null_20231013_204_40_1","tre timer spansk forrige uke. Det er 40 år siden Alta-saken. Hvordan tror du Fosen-saken vil bli stående i historien?"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230310_55_59_1","Filmen som hadde premiere i februar, handler særlig om Alta-saken, den politiske striden om de norske myndighetenes vannkraftutbygging"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230310_55_59_1","beslutningen om å gjenoppta arbeidet med utbygging av Alta/Kautokeino-vassdraget i 1981. Slik knyttes det til forhold som overskrider"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230401_138_78_1","som kuppa alt som var morsomt på den tida. I Alta-saken hadde jo AKP ml gått hardt inn og var et betydelig"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230401_117_39_1","som kuppa alt som var morsomt på den tida. I Alta-saken hadde jo AKP ml gått hardt inn og var et betydelig"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230401_117_39_1","Ester i «Ellos eatnu – La elva leve», filmen om alta-konflikten som kom i år? 10. Hvem er den nye programlederen"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230121_121_18_1","i nord-norge. Åpningsfilmen på festivalen mandag var filmen om alta-saken, «Ellos eatnu – La elva leve» av Ole giæver. Han ble"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230121_117_9_1","i nord-norge. Åpningsfilmen på festivalen mandag var filmen om alta-saken, «Ellos eatnu – La elva leve» av Ole giæver. Han ble"
"URN:NBN:no-nb_digavis_glaamdalen_null_null_20230603_139_64_1","% A ht a . d i ! | d å Allsidigfamilie Alta-saken endret mye også i Svahken Sïjte. Skolen i Elgå ble"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230121_138_18_1","i nord-norge. Åpningsfilmen på festivalen mandag var filmen om alta-saken, «Ellos eatnu – La elva leve» av Ole giæver. Han ble"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20230930_55_227_1","ord. – Vi ser nå samme kraftsosialisme som i Alta-saken. Staten bygger ned viktige samiske arealer bit for bit."
"URN:NBN:no-nb_digavis_hamararbeiderblad_null_null_20231031_98_132_1","arbeidsledighet. – Og han sto i enormt tunge saker (Alta-saken, Kiellandulykken, dobbeltvedtaket i NATO red.anm.). – Og"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20230920_164_217_1","andre viktige miljøkamper. Likevel gjør vi dette. Helt siden Alta-saken i 1980 har vi hatt en «rettslig klageinteresse» på"
"URN:NBN:no-nb_digavis_hamararbeiderblad_null_null_20230405_98_81_1","statsminister med knallharde smerter. Håndterte store saker; som Alta-saken, Kielland-ulykken, dobbeltvedtaket i NATO, pluss det politiske bakspillet"
"URN:NBN:no-nb_digavis_ostlendingen_null_null_20230603_123_64_1","i Elgågrenda om vinteren, sier Jon Anders. Allsidigfamilie Alta-saken endret mye også i Svahken Sïjte. Skolen i Elgå ble"
"URN:NBN:no-nb_digavis_fredriksstadblad_null_null_20230114_134_6_1","fjernet. De fleste ble ilagt bøter på 3000 kroner. Alta-saken vakte betydelig oppmerksomhet i internasjonale massemediene. g n"
"URN:NBN:no-nb_digavis_fredriksstadblad_null_null_20230114_134_6_1","av anleggsveien til det planlagte kraftverket i Alta-Kautokeinovassdraget ikke kunne begynne. I løpet av ett døgn ble 350"
"URN:NBN:no-nb_digavis_klassekampen_null_null_20231125_55_275_1","i Norge står sterkt nok. I sin tid tapte vi Alta-saken. Jeg er redd urfolket taper denne saken også. Men hvis"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20230304_164_53_1","Det var slike holdninger det samiske opprøret utfordret i Alta-saken. En ny generasjon aktivister står nå frem med en synlig"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20230304_164_53_1","Aksjonen forandret Norge, selv om kampen mot utbyggingen av Alta-Kautokeino-vassdraget ble tapt. Sametinget er et ektefødt barn av"
"URN:NBN:no-nb_digavis_aftenposten_null_null_20230304_164_53_1","forandret Norge, selv om kampen mot utbyggingen av Alta-Kautokeino-vassdraget ble tapt. Sametinget er et ektefødt barn av dette."
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20231020_131_0_1","Stilla den 5. juli 1979 uttalte statsminister Odvar Nordli: «Alta-saken dreiersegnå om detfundamentale om lovlige fattede vedtak skal"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20231020_131_0_1","naturressurseneisineleveområder,itillegg til de miljømessige begrunnelser. Alta-utbyggingen ble et symbol på århundrelang urett fra storsamfunnets side,"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20231020_131_0_1","til Arvid Hove Stavanger POLITIKK:DaStortingetvedtokutbygging av Alta-Kautokeino-vassdraget den 30. november 1978, innledet arbeiderpartiregjeringene Nordli"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230116_0_15_1","s A å Bl 5 ""Hr Alta-saken (1968–1982) pågår for fullt. Samer, reineiere og miljøvernere"
"URN:NBN:no-nb_digavis_verdensgang_null_null_20230116_0_15_1","reineiere og miljøvernere kjemper mot utbygging av Alta–Kautokeino-vassdraget. Demonstrantene arrangerer også en ukelang sultestreik foran"
"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20230201_101_27_1","meg Storfilm om Altasaken har premiere OslO: Ella Marie Hætta Isaksen kaller storfilmen om Altasaken for «en universell"
"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20230201_101_27_1","NTB. Hun mener det er for lav kunnskap både om Altasaken, og hvordan ting stiller seg i dag, der samers rettigheter"
"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20230201_101_27_1","foregikk, og faren hans satt i styret for Folkeaksjonen mot utbyggingen. Da den prisbelønte filmskaperen leste bøker og"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230116_55_7_1","Helene Eira) Urpremiere på historisk grunn for storfilmen om Altasaken. Av Bernhard Hienerwadel bernhard@altaposten.no «Ellos eatnu - La"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230116_55_7_1","La elva leve», den nye, norsk-samiske spillefilmen om Altasaken, har norgespremiere 3. februar. Kommende uke har den førpremiere på"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230116_55_7_1","fikk begynne sitt liv i Máze, i selve hjertet av Altasaken, føles utrolig godt og riktig. Mange av publikummerne har"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230116_55_7_1","skolen var det også en utstilling med bilder fra altaaksjonen. Høydepunktet i utstillingen var det originale sameflagget som"
"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20230204_94_15_1","folks hjerter Ella Marie Hætta Isaksen kaller storfilmen om Altasaken for «en universell historie om aksept og kamp», som"
"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20230204_94_15_1","NTB. Hun mener det er for lav kunnskap både om Altasaken, og hvordan ting stiller seg i dag, der samers rettigheter"
"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20230204_94_15_1","og dokumentarer i arbeidet med å sette seg inn i Altasaken, savnet han en mer personlig fortelling som sa noe om"
"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20230204_94_15_1","foregikk, og faren hans satt i styret for Folkeaksjonen mot utbyggingen. Da den prisbelønte filmskaperen leste bøker og"
"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20230204_94_15_1","I 1978 vedtok Stortinget å bygge en demning i Alta-Kautokeinovassdraget, midt i hjertet av Sápmi, uten å ta hensyn til"
"URN:NBN:no-nb_digavis_vaartland_null_null_20230206_79_31_1","utbyggingen av Alta/Kautokeino vassdraget på slutten av 1970-tallet. Altasaken fikk stor betydning for etableringen av Sametinget i"
"URN:NBN:no-nb_digavis_vaartland_null_null_20230206_79_31_1","prosesser og demonstrasjonene som fant sted som følge av Altasaken. Hovedrolleinnehaveren er musikeren Ella Marie Hætta, som Kjernen"
"URN:NBN:no-nb_digavis_vaartland_null_null_20230206_79_31_1","forteller den viktige historien om demonstrasjonene mot utbyggingen av Alta/Kautokeino vassdraget på slutten av 1970-tallet. Altasaken fikk"
"URN:NBN:no-nb_digavis_vaartland_null_null_20230206_79_31_1","viktige historien om demonstrasjonene mot utbyggingen av Alta/Kautokeino vassdraget på slutten av 1970-tallet. Altasaken fikk stor betydning"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","personlig og nær film, som gir anledning til å forstå Altasaken fra et menneskelig perspektiv. med Amnesty International foran"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","sitt eget. (NTB) Trår til på arrangement om Alta-aksjonen Altasaken er i vinden som aldri før, ikke minst er hendelsene"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","hvor samiske demonstranter sultestreiket i protest mot Alta-utbyggingen, sommeren 1979. Dette er også skildret i «Ellos eatnu"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","med 9.178 solgte billetter i premierehelga. Spillefilmen om Alta-utbyggingen hadde premiere fredag 3. februar, og går inn på"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","ventet på Filmen forteller historien om den omstridte utbyggingen av Altaelva, en av de hardeste politiske konfliktene i etterkrigstidas"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","Aslaksen Somby og Bjarne Store-Jakobsen, som kjempet mot utbyggingen av Altaelva for 40 år siden. Før Boine inntar scenen, forteller"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","gjort til sitt eget. (NTB) Trår til på arrangement om Alta-aksjonen Altasaken er i vinden som aldri før, ikke minst er"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","leve». Nå slår også Nasjonalbiblioteket et slag for Alta-aksjonen, og melder at Mari Boine kommer for å bidra musikalsk"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","faren var engasjert i Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget, fortalte han til Dagsavisen da filmprosjektet ble"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230207_117_16_1","foto: NTb vann som følge av kraftverk-planene i Alta-Kautokeino-vassdraget. Arrangementet inngår i serien «Glimt fra en kulturhistorie»,"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","første spillefilm. Før innspilling hadde han hørt masse om Altasaken og lært mye om det på skolen. – Det er en"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","i starten, men fikk veldig god veiledning. Tar for seg Altasaken Filmen handler om unge Ester (Ella Marie Hætta Isaksen) som"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","– La elva leve» som handler om kampen mot utbyggingen av Alta/Kautokeino-vassdraget – kalt Al- taaksjonen. Filmen er en fiksjonsfilm"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","– La elva leve» som handler om kampen mot utbyggingen av Alta/Kautokeino-vassdraget – kalt Altaaksjonen. Filmen er en fiksjonsfilm"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","Filmen er en fiksjonsfilm basert på de virkelige hendelsene fra Altaaksjonen og kampen for samiske rettigheter på slutten av 1970-tallet."
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","draget – kalt Altaaksjonen. Filmen er en fiksjonsfilm basert på de virkelige hendelsene fra Altaaksjonen og kampen for samiske"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","elva leve» som handler om kampen mot utbyggingen av Alta/Kautokeino-vassdraget – kalt Al- taaksjonen. Filmen er en fiksjonsfilm basert"
"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20230118_110_10_1","elva leve» som handler om kampen mot utbyggingen av Alta/Kautokeino-vassdraget – kalt Altaaksjonen. Filmen er en fiksjonsfilm basert"
"URN:NBN:no-nb_digavis_tffolkebladet_null_null_20230202_59_28_1","folks hjerte Ella Marie Hætta Isaksen kaller storfilmen om Altasaken for «en universell historie om aksept og kamp». Fredag"
"URN:NBN:no-nb_digavis_tffolkebladet_null_null_20230202_59_28_1","NTB. Hun mener det er for lite kunnskap både om Altasaken, og hvordan ting stiller seg i dag, der samers rettigheter"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230313_55_31_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_romsdalsbudstikke_null_null_20230131_181_26_1","folks hjerter Ella Marie Hætta Isaksen kaller storfilmen om Altasaken for «en universell historie om aksept og kamp», som"
"URN:NBN:no-nb_digavis_romsdalsbudstikke_null_null_20230131_181_26_1","Hun mener det er for lav kunnskap både om Altasaken, og hvordan ting stiller seg i dag, der samers rettigheter"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230315_55_32_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230327_55_37_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_drammenstidende_null_null_20230131_0_26_1","folks hjerter Ella Marie Hætta Isaksen kaller storfilmen om Altasaken for «en universell historie om aksept og kamp», som hun"
"URN:NBN:no-nb_digavis_drammenstidende_null_null_20230131_0_26_1","NTB. Hun mener det er for lav kunnskap både om Altasaken, og hvordan ting stiller seg i dag, der samers rettigheter"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230310_0_59_1","ville være manglende respekt for det samiske demokratiet. UndEr altasakEn (1968- 1982) fantes det flere samiske organisasjoner. Da kunne"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230310_0_59_1","samEtingEt Er ei løsning på dette problemet. Etter Altasaken er det samiske samfunn i Norge politisk organisert som"
"URN:NBN:no-nb_digavis_nordlys_null_null_20230310_0_59_1","den folkeviljen lagt merke til i Oslo? Motstanda mot Altademninga tok den norske staten på senga. Kanskje hadde de ikke"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230320_55_34_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_romsdalsbudstikke_null_null_20230207_181_32_1","Göteborg er Nordens største filmfestival. Den norske filmen om Altasaken har artist Ella Marie Hætta Isaksen i hovedrollen. Den"
"URN:NBN:no-nb_digavis_romsdalsbudstikke_null_null_20230207_181_32_1","Göteborg er Nordens stør- ste filmfestival. Den norske filmen om Altasaken har artist Ella Marie Hætta Isaksen i hovedrol- len. –"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","personlig og nær film, som gir anledning til å forstå Altasaken fra et menneskelig perspektiv. med Amnesty International foran"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","sitt eget. (NTB) Trår til på arrangement om Alta-aksjonen Altasaken er i vinden som aldri før, ikke minst er hendelsene"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","hvor samiske demonstranter sultestreiket i protest mot Alta-utbyggingen, sommeren 1979. Dette er også skildret i «Ellos eatnu"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","med 9.178 solgte billetter i premierehelga. Spillefilmen om Alta-utbyggingen hadde premiere fredag 3. februar, og går inn på"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","ventet på Filmen forteller historien om den omstridte utbyggingen av Altaelva, en av de hardeste politiske konfliktene i etterkrigstidas"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","Aslaksen Somby og Bjarne Store-Jakobsen, som kjempet mot utbyggingen av Altaelva for 40 år siden. Før Boine inntar scenen, forteller"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","gjort til sitt eget. (NTB) Trår til på arrangement om Alta-aksjonen Altasaken er i vinden som aldri før, ikke minst er"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","leve». Nå slår også Nasjonalbiblioteket et slag for Alta-aksjonen, og melder at Mari Boine kommer for å bidra musikalsk"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","faren var engasjert i Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget, fortalte han til Dagsavisen da filmprosjektet ble"
"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20230207_121_32_1","foto: NTb vann som følge av kraftverk-planene i Alta-Kautokeino-vassdraget. Arrangementet inngår i serien «Glimt fra en kulturhistorie»,"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230329_55_38_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_fremover_null_null_20230208_121_22_1","UiT åpnet i 1972. Da var det fremdeles sju år til altasaken toppet seg, 17 år til Sametinget åpnet og 25 år"
"URN:NBN:no-nb_digavis_fremover_null_null_20230208_121_22_1","Göteborg er Nordens største filmfestival. Den norske filmen om Altasaken har artist Ella Marie Hætta Isaksen i hovedrollen. – Den"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230301_55_26_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230317_55_33_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230322_55_35_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230308_55_29_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230324_55_36_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230331_55_39_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","personlig og nær film, som gir anledning til å forstå Altasaken fra et menneskelig perspektiv. med Amnesty International foran"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","sitt eget. (NTB) Trår til på arrangement om Alta-aksjonen Altasaken er i vinden som aldri før, ikke minst er hendelsene"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","hvor samiske demonstranter sultestreiket i protest mot Alta-utbyggingen, sommeren 1979. Dette er også skildret i «Ellos eatnu"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","med 9.178 solgte billetter i premierehelga. Spillefilmen om Alta-utbyggingen hadde premiere fredag 3. februar, og går inn på"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","ventet på Filmen forteller historien om den omstridte utbyggingen av Altaelva, en av de hardeste politiske konfliktene i etterkrigstidas"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","Aslaksen Somby og Bjarne Store-Jakobsen, som kjempet mot utbyggingen av Altaelva for 40 år siden. Før Boine inntar scenen, forteller"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","gjort til sitt eget. (NTB) Trår til på arrangement om Alta-aksjonen Altasaken er i vinden som aldri før, ikke minst er"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","leve». Nå slår også Nasjonalbiblioteket et slag for Alta-aksjonen, og melder at Mari Boine kommer for å bidra musikalsk"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","faren var engasjert i Folkeaksjonen mot utbygging av Alta-Kautokeino-vassdraget, fortalte han til Dagsavisen da filmprosjektet ble"
"URN:NBN:no-nb_digavis_dagsavisen_null_null_20230207_138_32_1","foto: NTb vann som følge av kraftverk-planene i Alta-Kautokeino-vassdraget. Arrangementet inngår i serien «Glimt fra en kulturhistorie»,"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230310_55_30_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_tonsbergsblad_null_null_20230131_154_26_1","folks hjerter Ella Marie Hætta Isaksen kaller storfilmen om Altasaken for «en universell historie om aksept og kamp», som"
"URN:NBN:no-nb_digavis_tonsbergsblad_null_null_20230131_154_26_1","NTB. Hun mener det er for lav kunnskap både om Altasaken, og hvordan ting stiller seg i dag, der samers rettigheter"
"URN:NBN:no-nb_digavis_vaartland_null_null_20230317_79_65_1","bevissthet og innsikt! HELGE HOGNESTAD Prest, dr.theol. Etter Altasaken i 1982 ser det ut til at samenes bevissthet om sin"
"URN:NBN:no-nb_digavis_vaartland_null_null_20230317_79_65_1","i helheten. Det er denne dypinnsikt det handlet om i Altasaken, og det er den det handler om på Fosen og andre"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20230131_131_0_1","v r""åiyiä?v : Slik ble leilighetsprosjektet markedsført. MENINGER Altasaken om igjen – nå med Statnett som pådriver? KRAFTUTBYGGING:"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20230131_131_0_1","illitenogetdéjà litenogetdéjà vufor osssomhuskerdet nasjonale traumet Altasaken skapte. R - eE R v —:—..' ' i ix .' ?7':"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20230131_131_0_1","at man overvurderte kraftbehovet på 70 og 80-tallet, da Alta-utbyggingen førte til store demonstrasjoner. ERIK THORBERG / NTB c"
"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20230131_131_0_1","igjen – nå med Statnett som pådriver? KRAFTUTBYGGING: Altautbyggingen resulterte i 1979 i et folkeopprør som skapte dype"
"URN:NBN:no-nb_digavis_altaposten_null_null_20230224_55_24_1","et dypdykk i historien, før, under og etter demonstrasjonene. –Altasaken har fulgt meg siden jeg var ei lita jente. Massive"
"URN:NBN:no-nb_digavis_demokraten_null_null_20230228_117_25_1","mandag var svært uklok. Viljen til kompromisser stiger ikke. Altasaken fra 1970-tallet er ikke glemt. den leverer den australske"
"URN:NBN:no-nb_digavis_bronnoysundsavis_null_null_20230207_104_11_1","Göteborg er Nordens største filmfestival. Den norske filmen om Altasaken har artist Ella Marie Hætta Isaksen i hovedrollen. Den"
"URN:NBN:no-nb_digavis_bronnoysundsavis_null_null_20230207_104_11_1","«Ellos eatnu – La elva leve», filmen om striden om Alta-utbyggingen, på kino mens «Vi lover et helvete» dramatiserer dagens"
"URN:NBN:no-nb_digavis_vesteraalen_null_null_20230207_103_26_1","åpnet i 1972. Da var det fremdeles sju år til altasaken toppet seg, 17 år til Sametinget åpnet og 25"
